barcode	filename	checksum	analysis_id	uploaded	modified
TCGA-D3-A51K-10A-01D-A25O-08	C828.TCGA-D3-A51K-10A-01D-A25O-08.3.bam	27d6375339b6817ccd5cdc2708bc55af	b98436f3-4491-4beb-ab53-fe93af307950	5/2/13	5/16/13
TCGA-D3-A51K-06A-11D-A25O-08	C828.TCGA-D3-A51K-06A-11D-A25O-08.3.bam	db6be118755fe519325525718ae47ab3	80fbcbdb-0c29-4c64-b419-a6b8b60972cd	5/2/13	5/16/13
TCGA-D3-A51N-10A-01D-A25O-08	C828.TCGA-D3-A51N-10A-01D-A25O-08.3.bam	7213ef0344bf445b605f70a90c533651	a06b077c-d78c-4acc-8208-0341eaf8c4b9	5/2/13	5/16/13
TCGA-D3-A51N-06A-11D-A25O-08	C828.TCGA-D3-A51N-06A-11D-A25O-08.3.bam	ae723c1553d76ed2a07519f71c1fb93e	a39b6634-105a-485f-9895-8c252b475f04	5/2/13	5/16/13
TCGA-D3-A51R-10A-01D-A25O-08	C828.TCGA-D3-A51R-10A-01D-A25O-08.3.bam	efdaca1eabf499a08eea8d2222130d86	4f84f97a-787c-4c0f-9b3e-848d33173537	5/2/13	5/16/13
TCGA-D3-A51R-06A-11D-A25O-08	C828.TCGA-D3-A51R-06A-11D-A25O-08.3.bam	e02347a1052978537c77a391d687f18c	6dc7a9af-1343-4267-a107-db6c659b90a9	5/2/13	5/16/13
TCGA-D3-A51T-10A-01D-A25O-08	C828.TCGA-D3-A51T-10A-01D-A25O-08.3.bam	35544dd51d6a87f8976e751995bc5032	48e7044d-ed8f-4511-9ceb-3424f874d64c	5/2/13	5/16/13
TCGA-D3-A51T-06A-11D-A25O-08	C828.TCGA-D3-A51T-06A-11D-A25O-08.3.bam	c420870ee523e5d43242dfd361e0ced0	59113ac5-9b6d-4f6e-81a3-d3078e3053b3	5/2/13	5/16/13
TCGA-D3-A5GN-10A-01D-A27N-08	C828.TCGA-D3-A5GN-10A-01D-A27N-08.3.bam	4832f10f8cbc27031c1e3779d93a09f8	31dbbb98-9d27-47f8-a449-7d2c445976bb	6/12/13	6/12/13
TCGA-D3-A5GN-06A-11D-A27K-08	C828.TCGA-D3-A5GN-06A-11D-A27K-08.3.bam	703f8f135d833fa433aa5c6c310391c0	505395ba-c68a-4b76-a18e-d979fe11c34c	6/12/13	6/12/13
TCGA-D3-A5GO-10A-01D-A27N-08	C828.TCGA-D3-A5GO-10A-01D-A27N-08.3.bam	caec3bfc1f23f5a07c29adc830dc6b67	f3da4413-16dd-44e6-b331-7f077a63f5f0	6/11/13	6/11/13
TCGA-D3-A5GO-06A-12D-A27K-08	C828.TCGA-D3-A5GO-06A-12D-A27K-08.3.bam	31dcd53129c251d91019c1865860d1a6	41dc077a-a36c-4eaf-9723-8b8fbf992b41	6/12/13	6/12/13
TCGA-D3-A5GR-10A-01D-A27N-08	C828.TCGA-D3-A5GR-10A-01D-A27N-08.3.bam	2908c49b25089712101d0a21a322ac57	5f80c64e-666a-4e4f-aec4-0b8e2ba071d4	6/11/13	6/11/13
TCGA-D3-A5GR-06A-11D-A27K-08	C828.TCGA-D3-A5GR-06A-11D-A27K-08.3.bam	65d82125ce598160a86faa0b1f87559d	ed4252b2-21f1-47a3-a9c4-0dc6c16ced59	6/11/13	6/11/13
TCGA-D3-A5GS-10A-01D-A27N-08	C828.TCGA-D3-A5GS-10A-01D-A27N-08.3.bam	be373826f2270a1943c536b9fa75b06c	a361a5c6-c2bb-4a8a-be81-3a8fe078b519	6/11/13	6/11/13
TCGA-D3-A5GS-06A-11D-A27K-08	C828.TCGA-D3-A5GS-06A-11D-A27K-08.3.bam	b4325bdc35ba137e0f47d84e40b44480	9b6853ce-0552-4e30-8a77-af2763be74ac	6/11/13	6/11/13
TCGA-D3-A5GU-10A-01D-A27N-08	C828.TCGA-D3-A5GU-10A-01D-A27N-08.3.bam	01c23f6acc934c282dd286cdad1911cf	d67d6f27-bcef-470a-a23a-7d61697e1954	6/11/13	6/12/13
TCGA-D3-A5GU-06A-11D-A27K-08	C828.TCGA-D3-A5GU-06A-11D-A27K-08.3.bam	db967f73e38c6053766c2b32bb9778c1	3debb87a-8e49-46e6-8bc3-dfe2a12c6da6	6/12/13	6/12/13
TCGA-D9-A148-10A-01D-A19A-08	C828.TCGA-D9-A148-10A-01D-A19A-08.2.bam	0d594a90fd9f3e580f2326f7e997f84d	96da303a-6b0c-4b15-a25f-95e207b247c2	9/22/13	9/22/13
TCGA-D9-A148-06A-11D-A19A-08	C828.TCGA-D9-A148-06A-11D-A19A-08.2.bam	cac49c5a8478639a902e9518525fa035	b4b45fd1-57a5-4c81-8b58-309583f518db	9/22/13	9/22/13
TCGA-D9-A149-10A-01D-A198-08	C828.TCGA-D9-A149-10A-01D-A198-08.2.bam	3af7b83b6884e3e20593be2b20c2e50c	d4c5a2bd-0166-43ab-8617-b15ff3454fe4	9/22/13	9/22/13
TCGA-D9-A149-06A-11D-A196-08	C828.TCGA-D9-A149-06A-11D-A196-08.2.bam	12361c102382d1785ffdc67c07974634	d21b3aa1-2b67-4517-8138-583cf08169eb	9/22/13	9/22/13
TCGA-D9-A1JW-10A-01D-A19A-08	C828.TCGA-D9-A1JW-10A-01D-A19A-08.2.bam	75b429561135706bcee66eb9da3a9c66	b0e5d04b-8a81-4711-b7e3-a64f3f1356dc	9/22/13	9/22/13
TCGA-D9-A1JW-06A-11D-A19A-08	C828.TCGA-D9-A1JW-06A-11D-A19A-08.2.bam	26fe0429edfee92d470430baee338321	95d46610-7794-45a3-9c43-792a92a6cbf9	9/22/13	9/22/13
TCGA-D9-A1JX-10A-01D-A19A-08	C828.TCGA-D9-A1JX-10A-01D-A19A-08.2.bam	5df1c11826aa5ef76b589b47af79b8c3	635b9f6e-5de7-4193-a338-1b66c3d6a089	9/22/13	9/22/13
TCGA-D9-A1JX-06A-11D-A19A-08	C828.TCGA-D9-A1JX-06A-11D-A19A-08.2.bam	f9ab4da7235a14c6d905bd402a94ddc9	fa842e86-a5ba-42b2-bb1f-584a3ea1965f	9/22/13	9/22/13
TCGA-D9-A3Z1-10A-01D-A23B-08	C828.TCGA-D9-A3Z1-10A-01D-A23B-08.1.bam	66d24f7c485f4c38ff4abcf4e01e7082	4eb80339-ee85-40b1-9a60-be94bdef84e5	12/25/12	5/16/13
TCGA-D9-A3Z1-06A-11D-A23B-08	C828.TCGA-D9-A3Z1-06A-11D-A23B-08.1.bam	dc4010a123b56182d3925acb09bddfe7	1aff350c-99f5-45ca-842b-59427e9fc36e	12/25/12	5/16/13
TCGA-D9-A3Z3-10A-01D-A23B-08	C828.TCGA-D9-A3Z3-10A-01D-A23B-08.1.bam	a1ed2b14713620aa4117a74270c9308a	8073d3ad-56d0-4b0f-9805-c4b2b82bc5b4	12/25/12	5/16/13
TCGA-D9-A3Z3-06A-11D-A23B-08	C828.TCGA-D9-A3Z3-06A-11D-A23B-08.1.bam	20efbe9c20523cc4a66de59dd7022e87	65112904-4d57-48c9-a776-1f6c0f7efb11	12/25/12	5/16/13
TCGA-D9-A3Z4-10A-01D-A23B-08	C828.TCGA-D9-A3Z4-10A-01D-A23B-08.1.bam	b6f7e783303a29dd0f7001b2d641a72b	19c8a38d-c0be-4689-8c3e-cff003e48c61	12/25/12	5/16/13
TCGA-D9-A3Z4-01A-11D-A23B-08	C828.TCGA-D9-A3Z4-01A-11D-A23B-08.1.bam	34504b4f2d0a7fd9df47e0748194c09a	12c7b852-a110-4bfa-a0ac-c8bef8d58adb	12/25/12	5/16/13
TCGA-D9-A4Z2-10A-01D-A24R-08	C828.TCGA-D9-A4Z2-10A-01D-A24R-08.3.bam	26f5449b9910d39b3ab5f707b423a960	092fbfbf-8d4a-4b64-b8b8-7d484492b1dc	4/22/13	5/16/13
TCGA-D9-A4Z2-01A-11D-A24R-08	C828.TCGA-D9-A4Z2-01A-11D-A24R-08.3.bam	1bf4209fe0a3b23858442b6acf1f48a9	06176b1c-d77d-42d9-8d40-e053037cea73	4/22/13	5/16/13
TCGA-D9-A4Z3-10A-01D-A25O-08	C828.TCGA-D9-A4Z3-10A-01D-A25O-08.3.bam	603aaf286f3d19915436ca78bc183fa4	ec9df209-3528-4f34-9e3c-1e9395fd8134	5/2/13	5/16/13
TCGA-D9-A4Z3-01A-11D-A25O-08	C828.TCGA-D9-A4Z3-01A-11D-A25O-08.3.bam	5f61b7f5cad33c98630698e7867c737f	992c020a-9b1d-4dad-92ec-55fc06420b4b	5/2/13	5/16/13
TCGA-D9-A4Z5-10A-01D-A25O-08	C828.TCGA-D9-A4Z5-10A-01D-A25O-08.3.bam	da825c3c8ffde30788aa3bb5d0868727	42d78f41-422f-4310-8307-223f69ae4bb0	5/2/13	5/16/13
TCGA-D9-A4Z5-01A-11D-A25O-08	C828.TCGA-D9-A4Z5-01A-11D-A25O-08.3.bam	835a9efa49315c30943d22ee80d361da	f78d6337-2579-4684-94a1-fda90d397988	5/2/13	5/16/13
TCGA-DA-A1HV-10A-01D-A198-08	C828.TCGA-DA-A1HV-10A-01D-A198-08.2.bam	dd5678ca00ae97b95fd499c4c9fe1ef6	24f8f151-c737-4c4c-8f95-b6eec2891055	9/22/13	9/22/13
TCGA-DA-A1HV-06A-21D-A196-08	C828.TCGA-DA-A1HV-06A-21D-A196-08.2.bam	06096158ee63bb0d7fa110d26da8dc29	13338172-86cd-481f-be14-91eece9795bb	9/22/13	9/22/13
TCGA-DA-A1HW-10A-01D-A19A-08	C828.TCGA-DA-A1HW-10A-01D-A19A-08.2.bam	3ce3990ef9607002fdb7d93daa12ecaa	fecabfc8-0169-4775-bdf3-d0a34d4cd143	9/22/13	9/22/13
TCGA-DA-A1HW-06A-11D-A19A-08	C828.TCGA-DA-A1HW-06A-11D-A19A-08.2.bam	689604114243f15d32f44c4c45a113ce	700a17e9-3324-4f99-9adc-b630bf495a4f	9/22/13	9/22/13
TCGA-DA-A1HY-10A-01D-A19A-08	C828.TCGA-DA-A1HY-10A-01D-A19A-08.3.bam	49fce5036450ef756a1ca61219ae5f6b	819f000d-c8ee-4705-87f4-015430ee5803	9/22/13	9/22/13
TCGA-DA-A1HY-06A-11D-A19A-08	C828.TCGA-DA-A1HY-06A-11D-A19A-08.3.bam	396a3cd7170db07b3477fed5efbe511c	b1d4071d-5b7e-4f36-a478-c11229bccd66	9/22/13	9/22/13
TCGA-DA-A1I0-10B-01D-A20D-08	C828.TCGA-DA-A1I0-10B-01D-A20D-08.1.bam	07804b6ee03a4da73cd98b2d1d652356	3fa0a4ac-4b58-4bb2-b464-8d4725ca1265	9/7/12	5/16/13
TCGA-DA-A1I0-06A-11D-A20D-08	C828.TCGA-DA-A1I0-06A-11D-A20D-08.1.bam	19c27957120bd24d34d5b6f19c6610ea	b3156a4c-2489-44af-8402-ca7004ef43c7	9/7/12	5/16/13
TCGA-DA-A1I1-10A-01D-A198-08	C828.TCGA-DA-A1I1-10A-01D-A198-08.2.bam	2587f99f5d9cafa42cac1d538703f23f	7fee5a6d-4bf8-4ea4-acce-874f4b73510e	9/22/13	9/22/13
TCGA-DA-A1I1-06A-12D-A196-08	C828.TCGA-DA-A1I1-06A-12D-A196-08.2.bam	47bf47269e8e0c2cc31bd7a3675d30f6	f39990a0-e0b9-446a-a26b-65dc25113cc0	9/22/13	9/22/13
TCGA-DA-A1I2-10A-01D-A19A-08	C828.TCGA-DA-A1I2-10A-01D-A19A-08.2.bam	275a694837ee9ad5fdc3e2f5bbc43b18	173e2f99-4c28-42bb-be8a-7d9898a07d6c	9/22/13	9/22/13
TCGA-DA-A1I2-06A-21D-A19A-08	C828.TCGA-DA-A1I2-06A-21D-A19A-08.2.bam	9a01b9a77a0d17d8bdde366030013615	c07eb72c-68ed-4ce1-8c56-7040d1f8e1cb	9/22/13	9/22/13
TCGA-DA-A1I4-10A-01D-A198-08	C828.TCGA-DA-A1I4-10A-01D-A198-08.2.bam	6f430c79c510e068afe9cc62b2ef528e	5e9503a6-32db-4a09-a4b8-fef93e0d6e9b	9/22/13	9/22/13
TCGA-DA-A1I4-06A-11D-A196-08	C828.TCGA-DA-A1I4-06A-11D-A196-08.2.bam	e80ed5f0b08252bab4ee8c02975a3a4c	eb7ade04-ec6b-4436-8668-e20cc15f1464	9/22/13	9/22/13
TCGA-DA-A1I5-10A-01D-A199-08	C828.TCGA-DA-A1I5-10A-01D-A199-08.2.bam	ab98b9c21e2c53f79810b4f6c5b8e13e	19957cb3-9099-4774-9f10-27a9ceafe4eb	9/22/13	9/22/13
TCGA-DA-A1I5-06A-11D-A197-08	C828.TCGA-DA-A1I5-06A-11D-A197-08.2.bam	b31653fe4722695780410565c7df58cd	f365223c-a639-4a21-bb6c-34e26e821dfb	9/22/13	9/22/13
TCGA-DA-A1I7-10A-01D-A199-08	C828.TCGA-DA-A1I7-10A-01D-A199-08.2.bam	49de4243a704726070d8026486dc4316	c24db039-bfa6-40e8-a26e-65d92c3e9325	9/22/13	9/22/13
TCGA-DA-A1I7-06A-22D-A197-08	C828.TCGA-DA-A1I7-06A-22D-A197-08.2.bam	8e108c2d92e30bee5fb7ae399acf414e	b2990093-46fa-4d4c-a466-d5bd34f8091a	9/22/13	9/22/13
TCGA-DA-A1I8-10A-01D-A199-08	C828.TCGA-DA-A1I8-10A-01D-A199-08.2.bam	fda2aaac92c773be51bca1b352a2ce99	c3b14ab3-ec02-42c4-b243-2eb5e9fc0226	9/22/13	9/22/13
TCGA-DA-A1I8-06A-11D-A197-08	C828.TCGA-DA-A1I8-06A-11D-A197-08.2.bam	a4202d219d0db636ad20bce4e06d9f79	d95a5af7-c9b6-48bf-a19d-1befc7d7f510	9/22/13	9/22/13
TCGA-DA-A1IA-10A-01D-A198-08	C828.TCGA-DA-A1IA-10A-01D-A198-08.3.bam	ea3d24e7ab5ca494e8c3cf1c28cc9b06	243575d2-b624-4751-8c5f-722c2422891a	9/22/13	9/22/13
TCGA-DA-A1IA-06A-11D-A196-08	C828.TCGA-DA-A1IA-06A-11D-A196-08.3.bam	ee55ef9630ca618924471b180a4d95ac	b06416e5-0ebe-4a71-9859-6818b7c0f74b	9/22/13	9/22/13
TCGA-DA-A1IB-10A-01D-A198-08	C828.TCGA-DA-A1IB-10A-01D-A198-08.2.bam	c1c9996a483f41fdd0d1583d421fabd4	58d97bcd-a3ed-492c-9450-3934cb7d1560	9/22/13	9/22/13
TCGA-DA-A1IB-06A-11D-A196-08	C828.TCGA-DA-A1IB-06A-11D-A196-08.2.bam	129046b8ca42691e45869b4a2b1464b4	7eb95d02-7c3b-4f04-b945-b41844729406	9/22/13	9/22/13
TCGA-DA-A1IC-10A-01D-A199-08	C828.TCGA-DA-A1IC-10A-01D-A199-08.3.bam	04554461643a199f1d5a12820fce05e1	476345cc-2f0e-414c-8732-c1133973b6eb	9/22/13	9/22/13
TCGA-DA-A1IC-06A-11D-A197-08	C828.TCGA-DA-A1IC-06A-11D-A197-08.3.bam	58d8ade57c0e08fe0a994d8c853c710f	0512a997-9b57-4e9c-a34c-053d1efc7398	9/22/13	9/22/13
TCGA-DA-A3F2-10A-01D-A20D-08	C828.TCGA-DA-A3F2-10A-01D-A20D-08.1.bam	35c92e2d5cd676ca3fa197d8b2735649	8549f85f-9ba9-4844-818e-088c6c108cdb	9/7/12	5/16/13
TCGA-DA-A3F2-06A-11D-A20D-08	C828.TCGA-DA-A3F2-06A-11D-A20D-08.1.bam	f65c77ef7838e82681bff17366db22e3	d680069f-d9ee-4166-a00f-bb134fb43a69	9/7/12	5/16/13
TCGA-DA-A3F3-10A-01D-A20D-08	C828.TCGA-DA-A3F3-10A-01D-A20D-08.1.bam	2e000c94c82bc9e1f84fd188affdccd4	c8765f2b-b7e1-4d26-a4ad-f6ccd7c28080	9/7/12	5/16/13
TCGA-DA-A3F3-06A-11D-A20D-08	C828.TCGA-DA-A3F3-06A-11D-A20D-08.1.bam	33318778c73c7191ed9326af2f3e38b0	ef86ec3f-b6ab-48f0-b497-a6c426baeb49	9/8/12	5/16/13
TCGA-DA-A3F5-10A-01D-A20D-08	C828.TCGA-DA-A3F5-10A-01D-A20D-08.1.bam	94e6584cc023ae9df1a9702a9b690d29	2338025f-b592-4897-bea4-55ab59e1d81a	9/8/12	5/16/13
TCGA-DA-A3F5-06A-11D-A20D-08	C828.TCGA-DA-A3F5-06A-11D-A20D-08.1.bam	f6e1d0a4152e0d569cbf65b233258d03	05f3932a-6849-4b54-8218-4aa8a5f57be3	9/8/12	5/16/13
TCGA-DA-A3F8-10A-01D-A20D-08	C828.TCGA-DA-A3F8-10A-01D-A20D-08.1.bam	2576d1efcb7d165f316c89df8a8cef10	8c69232e-356a-47b1-b40b-4d9087f29fd7	9/7/12	5/16/13
TCGA-DA-A3F8-06A-11D-A20D-08	C828.TCGA-DA-A3F8-06A-11D-A20D-08.1.bam	d24705b06c3b4ac0201158f074309b78	04991088-d8e8-47b4-83f4-442d59eb1ce1	9/7/12	5/16/13
TCGA-EB-A1NK-10A-01D-A198-08	C828.TCGA-EB-A1NK-10A-01D-A198-08.2.bam	16637761b1e331e3702c145d3f72b6d7	cf168c62-5eda-4771-8751-4ce221cc78f4	9/22/13	9/22/13
TCGA-EB-A1NK-01A-11D-A196-08	C828.TCGA-EB-A1NK-01A-11D-A196-08.2.bam	6b145b7ca53aa3d32d02cbfc50d918e0	8baf5458-3635-40dc-bfbb-46f190f81871	9/22/13	9/22/13
TCGA-EB-A24C-10A-01D-A199-08	C828.TCGA-EB-A24C-10A-01D-A199-08.2.bam	b0dc73efd805cf96e4b8445155e152b4	e64c721d-1f81-49a8-ae3a-fd82d4172993	9/22/13	9/22/13
TCGA-EB-A24C-01A-11D-A197-08	C828.TCGA-EB-A24C-01A-11D-A197-08.2.bam	8a6942cdda204f92ea020db321b36d42	76bc36d1-6604-4f59-a4c4-cd91cb27d2ab	9/22/13	9/22/13
TCGA-EB-A24D-10A-01D-A199-08	C828.TCGA-EB-A24D-10A-01D-A199-08.2.bam	e51c4039a0fc524e9f8f3f2e52fd2d28	755423a0-6b41-4dfe-b9e8-f734dfce3b85	9/22/13	9/22/13
TCGA-EB-A24D-01A-11D-A197-08	C828.TCGA-EB-A24D-01A-11D-A197-08.2.bam	8008390e6a5f00bfd9fa60637740792d	cc09b079-3195-4ec1-98e7-bd91a2e26b85	9/22/13	9/22/13
TCGA-EB-A299-10A-01D-A199-08	C828.TCGA-EB-A299-10A-01D-A199-08.2.bam	e0df94cacfc8a22a3d429b6e8757d691	136dc316-686f-4913-aaa7-04132dc33570	9/22/13	9/22/13
TCGA-EB-A299-01A-21D-A197-08	C828.TCGA-EB-A299-01A-21D-A197-08.2.bam	8635fd14f4bd2ed9303a3f6b9353aacb	4eac8684-1ede-45fd-8ef1-c2274a39e7cf	9/22/13	9/22/13
TCGA-EB-A3HV-10B-01D-A21A-08	C828.TCGA-EB-A3HV-10B-01D-A21A-08.2.bam	640aa0e08029f4f5fd5a572b6d70707f	1287410a-259d-4e1d-bc68-d8c522053615	9/23/13	9/24/13
TCGA-EB-A3HV-01A-11D-A21A-08	C828.TCGA-EB-A3HV-01A-11D-A21A-08.2.bam	4cb288119de60c44397125dd91540bce	5dcb468b-4b60-4fda-a4b5-9884bdd2395f	9/22/13	9/22/13
TCGA-EB-A3XB-10B-01D-A23B-08	C828.TCGA-EB-A3XB-10B-01D-A23B-08.1.bam	ea65f3122781715a37de8760238c4d0a	fdc26d95-261f-451b-85dc-c93ac544e887	12/25/12	5/16/13
TCGA-EB-A3XB-01A-11D-A23B-08	C828.TCGA-EB-A3XB-01A-11D-A23B-08.1.bam	d5d3057a4d144ac567889706d24ddc22	21e01a68-53c5-47e4-bb05-923a6fd7baf0	12/25/12	5/16/13
TCGA-EB-A3XC-10A-01D-A23B-08	C828.TCGA-EB-A3XC-10A-01D-A23B-08.1.bam	c5546702dd2f19bab3016125a8508ec1	736401d4-7ad0-4f41-98ce-2ae7b4ecb41c	12/25/12	5/16/13
TCGA-EB-A3XC-01A-11D-A23B-08	C828.TCGA-EB-A3XC-01A-11D-A23B-08.1.bam	906f0c7af2f9176189fe9e592cae52c8	cde3dc8e-91ff-4e83-a24b-12e4d4585de7	12/25/12	5/16/13
TCGA-EB-A3XD-10A-01D-A23B-08	C828.TCGA-EB-A3XD-10A-01D-A23B-08.1.bam	6581222ff2d6e8bc61d63169696915ea	ca6f79da-ee7b-4337-9d08-8691365e2c32	12/25/12	5/16/13
TCGA-EB-A3XD-01A-22D-A23B-08	C828.TCGA-EB-A3XD-01A-22D-A23B-08.1.bam	7eb57d8f9bd063daa9f53fed7e09ec81	43260134-b5db-4131-a96b-0d749fb44ad1	12/25/12	5/16/13
TCGA-EB-A3XE-10A-01D-A23B-08	C828.TCGA-EB-A3XE-10A-01D-A23B-08.1.bam	df0e0fc91803740b30614e09b8edc270	3c5befbd-6d9f-454f-8b44-0c29a09017f2	12/25/12	5/16/13
TCGA-EB-A3XE-01A-12D-A23B-08	C828.TCGA-EB-A3XE-01A-12D-A23B-08.1.bam	86e31d3255dbeb031b2d4b30d00f2a27	cfff5c69-15fd-4fc1-92f3-11e43a68ade7	12/25/12	5/16/13
TCGA-EB-A3Y6-10A-01D-A23B-08	C828.TCGA-EB-A3Y6-10A-01D-A23B-08.1.bam	3f7ac4d51ed5db7ac812047be5d57495	8b749fc3-cb52-4ea5-a2b2-73cc3cc0d901	12/25/12	5/16/13
TCGA-EB-A3Y6-01A-21D-A23B-08	C828.TCGA-EB-A3Y6-01A-21D-A23B-08.1.bam	d02391cdc06c92538cf402818cb04030	549f8561-43f4-49a1-856c-9def0cb27b2e	12/25/12	5/16/13
TCGA-EB-A3Y7-10A-01D-A23B-08	C828.TCGA-EB-A3Y7-10A-01D-A23B-08.1.bam	31bd7a07df9f44c7cc04d9515c5298bd	b5393b67-f81c-4bb2-b771-2a97829a196a	12/25/12	5/16/13
TCGA-EB-A3Y7-01A-11D-A23B-08	C828.TCGA-EB-A3Y7-01A-11D-A23B-08.1.bam	6792af8575d0c34a534e07e20f297ec5	051468ba-6d5b-44b8-890e-c3c157dd0aa9	12/25/12	5/16/13
TCGA-EB-A41A-10A-01D-A24R-08	C828.TCGA-EB-A41A-10A-01D-A24R-08.3.bam	8304b9dff26cbf5188516781e0285da6	9217f4ba-edf7-47d5-8069-9ca063021102	4/22/13	5/16/13
TCGA-EB-A41A-01A-11D-A24R-08	C828.TCGA-EB-A41A-01A-11D-A24R-08.3.bam	d4049d00c3163d0a5815714efb54f240	aeb81b24-4916-4575-8a70-00036755a3b5	4/22/13	5/16/13
TCGA-EB-A41B-10A-01D-A24R-08	C828.TCGA-EB-A41B-10A-01D-A24R-08.3.bam	8e6cb7756eeba65c6c6a33f9dcef812f	35fdfedb-4667-4cdc-af6a-c64fec3d7870	4/22/13	5/16/13
TCGA-EB-A41B-01A-11D-A24R-08	C828.TCGA-EB-A41B-01A-11D-A24R-08.3.bam	ff56155a3b9db2974042c7b522243a30	cb466477-0f1b-4e01-91bc-0d9aa38a78db	4/22/13	5/16/13
TCGA-EB-A42Y-10A-01D-A24R-08	C828.TCGA-EB-A42Y-10A-01D-A24R-08.3.bam	45cf8e222389c5c67267d67420d3b643	fa1b5b47-7c62-461d-be81-e4d12a88f12d	4/22/13	5/16/13
TCGA-EB-A42Y-01A-12D-A24R-08	C828.TCGA-EB-A42Y-01A-12D-A24R-08.3.bam	4b37ab61376228f00399c8974fb1ac1e	6ab18d3c-41c1-48b9-9f4a-137953e6d170	4/22/13	5/16/13
TCGA-EB-A42Z-10A-01D-A24R-08	C828.TCGA-EB-A42Z-10A-01D-A24R-08.3.bam	60925962a51810fe3621be57ac9a17cc	7aab3864-783c-4451-8ac4-0a466243198f	4/22/13	5/16/13
TCGA-EB-A42Z-01A-12D-A24R-08	C828.TCGA-EB-A42Z-01A-12D-A24R-08.3.bam	5ed706ef9ba472191c8dd46b78b0ef39	a84dba05-83b8-4d4a-9040-8bc1b6a00db9	4/22/13	5/16/13
TCGA-EB-A430-10A-01D-A24R-08	C828.TCGA-EB-A430-10A-01D-A24R-08.3.bam	e092bc81e66bbcd6985d1b18e76b065f	77870891-b546-4167-95f9-a8123430a355	4/22/13	5/16/13
TCGA-EB-A430-01A-11D-A24R-08	C828.TCGA-EB-A430-01A-11D-A24R-08.3.bam	78cab730783e85cc3828a7627e68abe2	0eda0490-662f-4e7c-a415-deeee13cd747	4/22/13	5/16/13
TCGA-EB-A431-10A-01D-A25O-08	C828.TCGA-EB-A431-10A-01D-A25O-08.3.bam	ef565829e6820c433fc5a74d2deb3021	0f89e7a3-5501-4f46-bf65-71936f45a2f2	5/2/13	5/16/13
TCGA-EB-A431-01A-11D-A25O-08	C828.TCGA-EB-A431-01A-11D-A25O-08.3.bam	ede4b9db5ee7f4c55f6a529e9dee9d62	a312d95a-3528-4bef-9ca7-b559ede4e41f	5/2/13	5/16/13
TCGA-EB-A44N-10A-01D-A25O-08	C828.TCGA-EB-A44N-10A-01D-A25O-08.3.bam	bee9b6da609142d0c9cbf1344288ff67	3164b8a3-6adf-4221-aaec-696cdaf3df46	5/2/13	5/16/13
TCGA-EB-A44N-01A-11D-A25O-08	C828.TCGA-EB-A44N-01A-11D-A25O-08.3.bam	a53c38139637d6b427172d758dfc9689	3a8ee256-ece5-4580-9e16-31cbfa658923	5/2/13	5/16/13
TCGA-EB-A44O-10A-01D-A25O-08	C828.TCGA-EB-A44O-10A-01D-A25O-08.3.bam	fd6b0650df1a73ff195430d37a99e704	8d210da0-528a-44dd-a6f8-04346d952b43	5/2/13	5/16/13
TCGA-EB-A44O-01A-11D-A25O-08	C828.TCGA-EB-A44O-01A-11D-A25O-08.3.bam	48551c7ddaf9b9327eeaf8f786dc64f9	ca615092-28ff-43ca-bf88-251288f8f051	5/2/13	5/16/13
TCGA-EB-A44P-10A-01D-A25O-08	C828.TCGA-EB-A44P-10A-01D-A25O-08.1.bam	49aff1cba06565ae62f606bd76356a8b	a3dec081-8cfc-4170-8338-4a2a98176899	8/20/13	8/20/13
TCGA-EB-A44P-01A-11D-A25O-08	C828.TCGA-EB-A44P-01A-11D-A25O-08.4.bam	46684b91b506f55361caacda67e71b38	d8991924-af12-4307-b24a-54d4a57d333a	9/23/13	9/23/13
TCGA-EB-A44Q-10A-01D-A25O-08	C828.TCGA-EB-A44Q-10A-01D-A25O-08.3.bam	475136e7d891bf076b3a97cfe7d10eca	fd8df274-b9cc-401e-ac58-b339efafe336	5/2/13	5/16/13
TCGA-EB-A44Q-06A-11D-A25O-08	C828.TCGA-EB-A44Q-06A-11D-A25O-08.3.bam	ce11c149e0d2f9eff491b3a42bbd9ac2	1d227187-a678-45a1-8399-81b47b4914d4	5/2/13	5/16/13
TCGA-EB-A44R-10A-01D-A25O-08	C828.TCGA-EB-A44R-10A-01D-A25O-08.3.bam	9821ee0afd7300da8ff0d63e015d08aa	2b66a7fb-4e56-455d-a8ba-1e8f32820eee	5/2/13	5/16/13
TCGA-EB-A44R-06A-41D-A25O-08	C828.TCGA-EB-A44R-06A-41D-A25O-08.3.bam	3a3b9ddb6d7df105860431a99795fc6c	b5d80a62-6f49-4e34-ba1f-3938b834f099	5/2/13	5/16/13
TCGA-EB-A4IQ-10A-01D-A25O-08	C828.TCGA-EB-A4IQ-10A-01D-A25O-08.3.bam	3c2aec3e9b5cffb3b61a9b21463478a4	7225c62f-d288-48e7-bca7-0b656c86aaba	5/2/13	5/16/13
TCGA-EB-A4IQ-01A-12D-A25O-08	C828.TCGA-EB-A4IQ-01A-12D-A25O-08.3.bam	ac9b224a0394c9bed4564347b900c653	6e5fd5cf-145d-492e-9f76-bfe368b57ebe	5/2/13	5/16/13
